country,year,countryyear,iso3c,iso3n,cowcode,hrmicode,disap_mean,disap_sd,disap_lo,disap_hi,exkill_mean,exkill_sd,exkill_lo,exkill_hi,arrest_mean,arrest_sd,arrest_lo,arrest_hi,tort_mean,tort_sd,tort_lo,tort_hi,dpex_mean,dpex_sd,dpex_lo,dpex_hi,express_mean,express_sd,express_lo,express_hi,polpart_mean,polpart_sd,polpart_lo,polpart_hi,assem_mean,assem_sd,assem_lo,assem_hi,rel_mean,rel_sd,rel_lo,rel_hi,physint_mean,physint_sd,physint_lo,physint_hi,empower_mean,empower_sd,empower_lo,empower_hi
Vietnam,2020,VNM2020,VNM,704,816,19,6.3975749,.29964855,6.0140247,6.7811251,6.4850922,.28784907,6.1166453,6.853539,3.7399883,.25338739,3.4156525,4.0643244,3.9942997,.221406,3.7109001,4.2776995,4.6155214,.45156997,4.0375118,5.193531,2.8395221,.17272772,2.6184306,3.0606136,2.9944675,.15278316,2.7989051,3.1900299,3.2749736,.15090476,3.0818155,3.4681318,,,,,5.1347804,.70569861,4.2314863,6.0380745,3.0092218,.64497685,2.1836514,3.8347921
Vietnam,2021,VNM2021,VNM,704,816,19,6.4185987,.27525657,6.0662704,6.770927,6.5263209,.27349326,6.1762495,6.8763924,3.8716216,.17824192,3.643472,4.0997715,3.8424499,.22258656,3.5575392,4.1273608,4.8487239,.44629961,4.2774606,5.4199872,2.9904587,.16288801,2.7819622,3.1989553,2.875133,.21955197,2.5941064,3.1561596,2.9793036,.1636672,2.7698095,3.1887977,3.0355108,.23847215,2.7302663,3.3407552,5.1218724,.71459585,4.2071896,6.0365553,2.8487182,.64537996,2.0226319,3.6748044
Vietnam,2022,VNM2022,VNM,704,816,19,5.9189124,.41960564,5.3818173,6.4560075,6.3247561,.36919093,5.8521919,6.7973204,3.5338635,.31892008,3.1256459,3.9420812,3.555521,.33636704,3.1249712,3.9860709,5.0809789,.73521423,4.1399045,6.0220532,2.9634743,.25803235,2.6331928,3.2937558,2.5047655,.37072465,2.0302379,2.9792931,3.0105186,.26000345,2.6777141,3.343323,3.1247492,.25415307,2.7994332,3.4500651,4.8584018,.77179968,3.8704982,5.8463054,2.7030895,.67498612,1.8391073,3.5670717
American Samoa,2019,ASM2019,ASM,16,,20,7.6440349,.64723247,6.8155775,8.4724922,,,,,9.1013718,1.0898081,7.7064176,10.496326,6.3334398,.84816492,5.2477889,7.4190907,10,0,10,10,8.3428984,.71924073,7.4222703,9.2635269,8.3162222,.56293333,7.5956674,9.0367765,8.4822912,.55197138,7.7757678,9.1888142,,,,,7.4499178,1.0221224,6.1416011,8.758234,8.3468819,.83581972,7.2770329,9.4167309
American Samoa,2020,ASM2020,ASM,16,,20,,,,,,,,,,,,,,,,,10,0,10,10,,,,,7.4486699,1.0435979,6.1128645,8.7844753,,,,,,,,,,,,,,,,
Cook Islands,2018,COK2018,COK,184,,21,8.2947474,.62418729,7.4957876,9.0937071,8.1487722,.99112451,6.8801327,9.4174118,8.1829653,.83049834,7.1199274,9.2460032,7.1098881,.82070726,6.0593829,8.1603937,10,0,10,10,7.1813684,.51119184,6.5270429,7.8356938,6.9908981,.78289086,5.9887977,7.9929986,9.7717428,.69552594,8.8814697,10.662016,,,,,7.8516707,.96462196,6.6169548,9.0863867,8.1724834,.80776393,7.1385455,9.2064209
Cook Islands,2019,COK2019,COK,184,,21,8.675251,.36994073,8.2017269,9.1487751,8.3560286,.41919234,7.8194623,8.8925943,8.3079252,.52760029,7.632597,8.9832535,7.3863811,.49411348,6.7539158,8.0188465,10,0,10,10,7.1373677,.43397051,6.5818853,7.6928501,7.3598533,.44391936,6.7916365,7.9280701,9.1221218,.45935389,8.5341492,9.7100945,,,,,8.1937952,.75083017,7.2327328,9.1548576,7.9128137,.71129549,7.0023556,8.8232718
Cook Islands,2020,COK2020,COK,184,,21,8.6625175,.25642565,8.3342924,8.9907427,8.5009174,.24989398,8.1810532,8.8207817,8.5103521,.29269016,8.1357088,8.8849955,7.861444,.37690017,7.3790116,8.3438759,10,0,10,10,6.6927304,.54711479,5.9924235,7.3930373,8.1422253,.36971971,7.6689839,8.6154661,8.3020144,.43595093,7.7439971,8.8600311,,,,,8.3175583,.74860638,7.3593421,9.275774,7.6912847,.71589589,6.7749381,8.6076317
Cook Islands,2021,COK2021,COK,184,,21,8.7008142,.27100062,8.3539333,9.0476952,8.7070141,.3149015,8.3039398,9.1100883,8.6652975,.28709263,8.2978191,9.0327759,7.8207159,.46386325,7.2269711,8.4144611,10,0,10,10,7.0786166,.55946088,6.3625069,7.7947264,8.0874395,.46010065,7.4985108,8.6763687,8.4981508,.46182281,7.9070177,9.0892839,,,,,8.3862848,.73832262,7.4412317,9.3313379,7.9430504,.78813034,6.9342437,8.9518576
FSM,2019,FSM2019,FSM,583,987,22,9.5944595,1.4701123,7.7127156,11.476203,,,,,8.1819162,1.2686118,6.5580931,9.8057394,5.7315736,1.0907019,4.335475,7.1276722,10,0,10,10,7.265862,.81978631,6.2165356,8.3151884,8.0496187,.83427894,6.9817419,9.1174955,9.260251,.96740741,8.0219698,10.498532,,,,,8.3936453,1.5639679,6.3917665,10.395524,8.2057028,.88463384,7.0733714,9.3380337
FSM,2020,FSM2020,FSM,583,987,22,9.5896759,1.1246537,8.1501188,11.029233,8.9888306,.94809335,7.7752709,10.20239,8.6280069,.99854499,7.3498693,9.9061441,7.8478775,1.0197564,6.5425892,9.1531658,10,0,10,10,6.8849998,.82660413,5.8269463,7.9430532,6.9201322,1.2928488,5.2652855,8.5749788,9.1355314,.82587671,8.0784092,10.192654,,,,,9.0160131,.96262842,7.7838488,10.248178,7.8828969,.77556103,6.8901787,8.8756151
French Polynesia,2019,PYF2019,PYF,258,,23,9.7373705,.84408748,8.6569386,10.817802,8.1919222,.88052171,7.0648546,9.3189898,6.4072642,1.6458393,4.30059,8.5139389,6.8376551,.77112907,5.8506098,7.8247004,10,0,10,10,5.9287481,.93834674,4.7276645,7.1298318,7.1401029,.62858748,6.3355107,7.944695,8.0813284,.68369228,7.2062025,8.9564543,,,,,8.3111029,.95575804,7.0877328,9.5344734,7.2977624,.77514642,6.3055749,8.2899494
French Polynesia,2020,PYF2020,PYF,258,,23,8.956171,.54852057,8.2540646,9.6582775,8.4081612,.55234945,7.7011538,9.1151686,7.1697421,.9172734,5.9956322,8.343852,6.9733758,.5600009,6.2565746,7.690177,10,0,10,10,5.6684394,.8066346,4.6359472,6.7009315,7.1900511,.57853085,6.4495316,7.9305706,7.3895574,.77833205,6.3932924,8.3858223,,,,,8.0622749,.78706038,7.0548377,9.0697126,6.7718234,.76077676,5.7980289,7.7456179
French Polynesia,2021,PYF2021,PYF,258,,23,8.5689602,.43602169,8.0108528,9.1270676,8.5490494,.46035361,7.9597969,9.1383018,7.7996926,.54384273,7.1035738,8.4958115,7.3180919,.53537327,6.6328139,8.0033693,10,0,10,10,6.7847867,.66744423,5.9304581,7.6391153,7.9929399,.64545894,7.1667523,8.8191271,7.5501437,1.0470376,6.2099357,8.8903522,,,,,8.1442003,.74422157,7.1915965,9.0968037,7.4110847,.87686992,6.288691,8.5334778
Guam,2018,GUM2018,GUM,316,,24,9.2275896,.65001446,8.3955708,10.059608,7.8124123,.62120515,7.0172696,8.6075544,7.5386214,.54581279,6.8399811,8.2372618,7.0025988,.4984251,6.3646145,7.640583,10,0,10,10,7.5570273,.53420025,6.873251,8.2408037,7.9621801,.43476415,7.4056821,8.5186787,8.296978,.72578019,7.3679795,9.2259769,,,,,8.2351265,.81234974,7.1953187,9.2749338,7.9410601,.70096368,7.0438266,8.838294
Guam,2019,GUM2019,GUM,316,,24,8.9142265,.49996117,8.2742758,9.5541773,7.8711572,.42452016,7.3277712,8.4145432,7.4910722,.37660515,7.0090175,7.9731269,7.4610114,.39369395,6.9570832,7.9649396,10,0,10,10,7.7323546,.38410425,7.2407012,8.2240086,8.1050863,.35415298,7.6517706,8.5584021,8.2750902,.45620885,7.691143,8.8590374,,,,,8.0904303,.72821033,7.1583209,9.0225391,8.1172295,.66949636,7.2602739,8.974185
Guam,2020,GUM2020,GUM,316,,24,7.7001944,.5348323,7.0156088,8.3847799,7.6486273,.47673732,7.0384035,8.2588511,7.1606779,.50257033,6.5173879,7.803968,7.270843,.72638321,6.3410726,8.200614,10,0,10,10,8.2285624,.6448769,7.40312,9.0540047,7.7269197,.7949,6.7094479,8.7443914,7.3122258,.82283795,6.2589931,8.3654585,,,,,7.2765794,.80973268,6.2401214,8.3130369,7.7430711,.75850266,6.7721877,8.7139549
Kiribati,2019,KIR2019,KIR,296,946,25,8.7119732,.7521103,7.7492719,9.674674,7.0068707,1.0518116,5.660552,8.3531895,6.7103648,1.3640277,4.9644094,8.4563208,6.8469119,.86456251,5.740272,7.9535518,10,0,10,10,6.4050384,.59305656,5.645926,7.1641507,7.0320473,.96578985,5.7958364,8.2682581,7.7943296,1.0264401,6.4804864,9.1081734,,,,,7.4013553,.87103254,6.2864337,8.5162773,7.1720753,.79585767,6.1533775,8.190773
Kiribati,2020,KIR2020,KIR,296,946,25,8.5674124,.46382156,7.9737206,9.1611042,7.9378929,.58768708,7.1856537,8.6901321,7.6011024,.72880471,6.6682324,8.5339727,7.1421547,.60978979,6.3616238,7.9226856,10,0,10,10,6.0461631,.47328904,5.4403529,6.6519732,7.4480009,.70164448,6.5498958,8.3461056,7.7416224,.581653,6.9971066,8.4861383,,,,,7.7295775,.76794809,6.746604,8.7125511,7.0370326,.68298608,6.1628103,7.9112549
Kiribati,2021,KIR2021,KIR,296,946,25,8.1598053,.52418828,7.4888444,8.8307667,8.152729,.56822133,7.4254055,8.8800526,7.6292868,.50283694,6.9856553,8.2729177,6.9853163,.62515002,6.1851244,7.7855082,10,0,10,10,6.8813052,1.183422,5.3665252,8.3960857,8.0052948,.82438886,6.9500771,9.0605125,7.6669812,.75375587,6.7021737,8.6317883,,,,,7.7352085,.75349194,6.7707386,8.6996784,7.6216893,.96481979,6.3867202,8.8566589
Marshall Islands,2019,MHL2019,MHL,584,983,26,6.9707251,.89892358,5.8201027,8.1213474,7.3389373,1.0990573,5.9321437,8.7457304,6.8663878,1.1970856,5.3341184,8.3986578,5.9139853,1.159584,4.4297175,7.398253,10,0,10,10,6.7316513,1.2733952,5.1017056,8.3615971,7.4017038,.71092367,6.4917216,8.3116865,,,,,,,,,6.4130783,.84795499,5.3276958,7.4984608,,,,
Marshall Islands,2020,MHL2020,MHL,584,983,26,6.0580573,1.0825232,4.6724277,7.443687,6.861639,.75103688,5.9003119,7.8229661,6.0650878,1.0673981,4.6988182,7.4313574,5.1908941,1.3654367,3.4431353,6.938653,10,0,10,10,,,,,7.1115146,1.0829914,5.7252855,8.4977436,,,,,,,,,5.8112631,.88172632,4.6826534,6.9398727,,,,
Nauru,2018,NRU2018,NRU,520,970,27,8.0635748,.71937084,7.1427803,8.9843693,6.7438297,1.0648675,5.3807993,8.1068602,3.3538058,1.3369037,1.6425691,5.0650425,7.1451912,.90021431,5.9929171,8.2974653,10,0,10,10,3.8741417,.80280745,2.8465481,4.9017353,6.1701522,.60845375,5.3913312,6.9489732,5.0443206,1.3254766,3.3477104,6.7409306,,,,,6.9291496,.8777954,5.8055716,8.0527277,5.4819288,.95834917,4.2552419,6.7086158
Nauru,2019,NRU2019,NRU,520,970,27,8.5187645,.49763614,7.8817902,9.1557388,7.3701873,.63762647,6.5540252,8.1863489,4.7948251,1.2164868,3.2377219,6.3519282,6.8985848,.70371711,5.9978271,7.7993426,10,0,10,10,3.8351715,.84930336,2.7480631,4.9222798,6.5235567,.54235119,5.8293471,7.2177663,4.6763234,1.1022463,3.2654481,6.0871987,,,,,7.201354,.81992906,6.151845,8.2508631,4.7762017,.77762508,3.7808416,5.7715616
New Caledonia,2018,NCL2018,NCL,540,,28,9.7115202,.66300964,8.8628683,10.560172,8.1999054,.64814204,7.3702836,9.0295277,7.8249621,.58385301,7.0776305,8.5722942,6.0435886,.66429579,5.1932902,6.893887,10,0,10,10,6.1003604,.59808362,5.3348136,6.8659072,7.0497193,.63164586,6.2412128,7.8582258,9.0276585,.49889615,8.3890715,9.6662455,,,,,8.401042,.86203825,7.2976332,9.5044508,7.5565033,.7673865,6.5742488,8.5387583
New Caledonia,2019,NCL2019,NCL,540,,28,9.0493383,.38824677,8.5523825,9.5462942,8.0552797,.35949683,7.5951238,8.5154352,7.8405943,.29820824,7.4588876,8.2223005,7.4109025,.31965968,7.0017381,7.8200669,10,0,10,10,7.3350821,.37593973,6.853879,7.8162851,8.0982733,.3939288,7.5940442,8.6025019,8.6838493,.24786098,8.3665876,9.001111,,,,,8.2181587,.75535285,7.251307,9.18501,8.1022863,.67500657,7.2382779,8.9662943
New Caledonia,2020,NCL2020,NCL,540,,28,8.5276365,.28940973,8.1571922,8.8980808,8.1400127,.2927916,7.7652397,8.5147858,7.879499,.35189554,7.4290729,8.3299255,7.7021751,.29499379,7.3245831,8.0797672,10,0,10,10,7.753109,.47351506,7.1470098,8.3592081,8.2004223,.34274611,7.7617073,8.6391373,8.3356371,.25263843,8.0122595,8.6590147,,,,,8.0714436,.7308588,7.1359444,9.0069427,8.1575708,.68219262,7.2843642,9.030777
New Caledonia,2021,NCL2021,NCL,540,,28,8.3595161,.42248768,7.8187318,8.9003,8.3744745,.43134335,7.8223553,8.9265938,8.1996374,.50149012,7.5577302,8.8415451,7.9331355,.49121132,7.3043852,8.5618858,10,0,10,10,8.1835032,.69507498,7.293807,9.0731993,7.3092461,.62422383,6.5102396,8.1082525,7.8212514,.4673315,7.2230673,8.4194355,,,,,8.0405817,.77842516,7.0441976,9.0369663,7.8102307,.71983534,6.8888416,8.7316198
Niue,2018,NIU2018,NIU,570,,29,9.1756821,.84188992,8.0980625,10.253302,8.2214251,.54839337,7.5194817,8.9233685,7.9124937,1.6475343,5.8036499,10.021338,7.3208842,1.4252177,5.4966054,9.1451626,10,0,10,10,8.0823421,1.3337184,6.3751826,9.7895021,8.1427269,.58789569,7.3902206,8.8952332,9.5706606,.70873046,8.6634855,10.477836,,,,,8.3274441,.86960173,7.214354,9.4405346,8.6782112,.88288289,7.548121,9.808301
Niue,2019,NIU2019,NIU,570,,29,9.2778749,.53132939,8.5977736,9.9579763,8.6780767,.43864986,8.1166048,9.2395487,8.6912651,.85903072,7.5917058,9.7908249,8.3118906,.83652318,7.2411408,9.3826399,10,0,10,10,8.3563452,.70278901,7.4567752,9.2559147,7.7929301,.49599016,7.1580629,8.4277973,9.2409582,.44436553,8.6721706,9.8097458,,,,,8.7565107,.81579745,7.7122898,9.8007317,8.5096426,.74470568,7.5564194,9.4628658
Niue,2020,NIU2020,NIU,570,,29,8.9038773,.49487856,8.2704325,9.537322,9.07061,.55815428,8.3561726,9.7850475,8.7213106,.57784331,7.9816713,9.4609499,8.6804609,.53478158,7.9959407,9.3649817,10,0,10,10,8.3772421,.66325325,7.5282779,9.2262058,7.524559,.80599958,6.4928794,8.5562382,8.5656652,.54500055,7.8680644,9.2632656,,,,,8.7046413,.79941678,7.6813879,9.7278948,8.2343235,.77841693,7.2379498,9.2306976
Northern Mariana Islands,2018,MNP2018,MNP,580,,30,,,,,,,,,,,,,,,,,10,0,10,10,7.7863421,.87031484,6.672339,8.9003448,7.8034701,.95645905,6.5792027,9.0277376,8.3998127,.87832296,7.2755594,9.524066,,,,,,,,,7.8990645,.85863,6.8000183,8.9981108
